Code	Description	T0_0	T0_1	T1_0	T1_1	T2_0	T2_1	T3_0	T3_1	T4_0	T4_1	T5_0	T5_1	T6_0	T6_1	T7_0	T7_1	T8_0	T8_1	T9_0	T9_1	T10_0	T10_1	T11_0	T11_1	T12_0	T12_1	T13_0	T13_1	T14_0	T14_1	T15_0	T15_1	Column1	
		A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x7B		Put out PC Addr	Fetch Instruction Code	Decode Instruction																															
	(P65C816)	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
			/OE_iDB																																
	    		/LD_IR																																
		A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x7C		Put out PC Addr	Fetch Instruction Code	Decode Instruction																															
	(P65C02)	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
			/OE_iDB																																
	    		/LD_IR																																
		A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x7D	ADC abs,X	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read Low Addr	Store Low Result	Read High Addr	Put Data Addr	Read Data	Store result, PC out	Fetch Instruction Code																								
	Add Memory to Accumulator with Carry	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/AR_OUT_EN	/AR_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
	Addr-Mode: absolute,X		/OE_iDB		/OE_X	/OE_ALU_FDCY	/OE_iDB		/OE_A	/OE_ALU_NZCV	/OE_iDB																								
	Bytes: 3  Cycles: 4*  Operand: word		/LD_IR		/LD_ALU_AB	/LD_AL	/LD_ALU_AH		/LD_ALU_AB	/LD_A	/LD_IR																								
	NZCIDV: +++--+	A	A	A	A + B	A + B	A	A	A + B + Cy	A + B + Cy	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x7E	ROR abs,X	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read Low Addr	Store Low Result	Read High Addr	dummy	dummy	AR out	Read Data	AR out	Write Result	dummy	dummy	Put out PC Addr	Fetch Instruction Code																		
	Rotate One Bit Right (Memory or Accumulator)	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/AR_OUT_EN	/AR_OUT_EN	/AR_OUT_EN	/AR_OUT_EN_WR	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
	Addr-Mode: absolute,X		/OE_iDB		/OE_X	/OE_ALU_FDCY	/OE_iDB				/OE_iDB		/OE_ALU_SH				/OE_iDB																		
	Bytes: 3  Cycles: 7  Operand: word		/LD_IR		/LD_ALU_AB	/LD_AL	/LD_ALU_AH				/LD_ALU_A						/LD_IR																		
	NZCIDV: +++---	A	A	A	A + B	A + B	A	A	A	A	A	A  Cy	A  Cy	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x7F		Put out PC Addr	Fetch Instruction Code	Decode Instruction																															
	(P65C816)	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
			/OE_iDB																																
	    		/LD_IR																																
		A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x80		Put out PC Addr	Fetch Instruction Code	Decode Instruction																															
	(P65C02)	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
			/OE_iDB																																
	    		/LD_IR																																
		A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x81	STA (ind,X)	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read d and X	Load d+X to AL	Finish Cycle	Put out AR 	Read Low Addr	Next AR	Read High Addr	Put out Data Addr	Write Data	Put out PC Addr	Fetch Instruction Code																				
	Store Accumulator in Memory	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/AR_OUT_EN	/AR_OUT_EN++	/AR_OUT_EN	/AR_OUT_EN	/AR_OUT_EN	/AR_OUT_EN_WR	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
	Addr-Mode: (indirect,X)		/OE_iDB		/OE_X	/OE_ALU			/OE_iDB		/OE_iDB		/OE_A		/OE_iDB																				
	Bytes: 2  Cycles: 6  Operand: byte		/LD_IR		/LD_ALU_AB	/LD_AR_ZP			/LD_AL		/LD_AR_H				/LD_IR																				
	NZCIDV: ------	A	A	A	A + B	A + B	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x82		Put out PC Addr	Fetch Instruction Code	Decode Instruction																															
	(P65C816)	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
			/OE_iDB																																
	    		/LD_IR																																
		A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x83		Put out PC Addr	Fetch Instruction Code	Decode Instruction																															
	(P65C816)	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
			/OE_iDB																																
	    		/LD_IR																																
		A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x84	STY zpg	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read d	Put out AR addr	Write ZP location	Put out PC Addr	Fetch Instruction Code																										
	Store Index Y in Memory	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/AR_OUT_EN	/AR_OUT_EN_WR	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
	Addr-Mode: zeropage		/OE_iDB		/OE_iDB	/OE_A	/OE_Y		/OE_iDB																										
	Bytes: 2  Cycles: 3  Operand: byte		/LD_IR		/LD_AR_ZP	/LD_ALU_A			/LD_IR																										
	NZCIDV: ------	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x85	STA zpg	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read d	Put out AR addr	Write ZP location	Put out PC Addr	Fetch Instruction Code																										
	Store Accumulator in Memory	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/AR_OUT_EN	/AR_OUT_EN_WR	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
	Addr-Mode: zeropage		/OE_iDB		/OE_iDB		/OE_A		/OE_iDB																										
	Bytes: 2  Cycles: 3  Operand: byte		/LD_IR		/LD_AR_ZP				/LD_IR																										
	NZCIDV: ------	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x86	STX zpg	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read d	Put out AR addr	Write ZP location	Put out PC Addr	Fetch Instruction Code																										
	Store Index X in Memory	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/AR_OUT_EN	/AR_OUT_EN_WR	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
	Addr-Mode: zeropage		/OE_iDB		/OE_iDB	/OE_A	/OE_X		/OE_iDB																										
	Bytes: 2  Cycles: 3  Operand: byte		/LD_IR		/LD_AR_ZP	/LD_ALU_A			/LD_IR																										
	NZCIDV: ------	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x87		Put out PC Addr	Fetch Instruction Code	Decode Instruction																															
	(P65C816)	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
			/OE_iDB																																
	    		/LD_IR																																
		A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x88	DEY	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Load Y to ALU_A	Store result, PC out	Fetch Instruction Code																												
	Decrement Index Y by One	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
	Addr-Mode: implied		/OE_iDB		/OE_Y	/OE_ALU_NZ	/OE_iDB																												
	Bytes: 1  Cycles: 2  Operand: 		/LD_IR		/LD_ALU_A	/LD_Y	/LD_IR																												
	NZCIDV: ++----	A	A	A	A - 1	A - 1	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x89		Put out PC Addr	Fetch Instruction Code	Decode Instruction																															
	(P65C02)	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
			/OE_iDB																																
	    		/LD_IR																																
		A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x8A	TXA	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Load Y to ALU_A	Put out PC Addr	Fetch Instruction Code																												
	Transfer Index X to Accumulator	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
	Addr-Mode: implied		/OE_iDB		/OE_X	/OE_ALU_NZ	/OE_iDB																												
	Bytes: 1  Cycles: 2  Operand: 		/LD_IR		/LD_ALU_A	/LD_A	/LD_IR																												
	NZCIDV: ++----	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x8B		Put out PC Addr	Fetch Instruction Code	Decode Instruction																															
	(P65C816)	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
			/OE_iDB																																
	    		/LD_IR																																
		A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x8C	STY abs	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read low addr	Next addr	Read high addr	Put out absolute addr	Write data	Put out PC Addr	Fetch Instruction Code																								
	Store Index Y in Memory	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/AR_OUT_EN	/AR_OUT_EN_WR	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
	Addr-Mode: absolute		/OE_iDB		/OE_iDB		/OE_iDB		/OE_Y		/OE_iDB																								
	Bytes: 3  Cycles: 6  Operand: word		/LD_IR		/LD_AL		/LD_AR_H				/LD_IR																								
	NZCIDV: ------	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x8D	STA abs	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read low addr	Next addr	Read high addr	Put out absolute addr	Write data	Put out PC Addr	Fetch Instruction Code																								
	Store Accumulator in Memory	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/AR_OUT_EN	/AR_OUT_EN_WR	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
	Addr-Mode: absolute		/OE_iDB		/OE_iDB		/OE_iDB		/OE_A		/OE_iDB																								
	Bytes: 3  Cycles: 4  Operand: word		/LD_IR		/LD_AL		/LD_AR_H				/LD_IR																								
	NZCIDV: ------	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x8E	STX abs	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read low addr	Next addr	Read high addr	Put out absolute addr	Write data	Put out PC Addr	Fetch Instruction Code																								
	Store Index X in Memory	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/AR_OUT_EN	/AR_OUT_EN_WR	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
	Addr-Mode: absolute		/OE_iDB		/OE_iDB		/OE_iDB		/OE_X		/OE_iDB																								
	Bytes: 3  Cycles: 4  Operand: word		/LD_IR		/LD_AL		/LD_AR_H				/LD_IR																								
	NZCIDV: ------	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x8F		Put out PC Addr	Fetch Instruction Code	Decode Instruction																															
	(P65C816)	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
			/OE_iDB																																
	    		/LD_IR																																
		A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x90	BCC rel	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read r, Set Cond	Put out PC Addr	Load PC	Put out PC Addr	Update PCH	Put out PC Addr	Fetch Instruction Code																								
	Branch on Carry Clear(branch on C = 0)	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
	Addr-Mode: relative		/OE_iDB		/OE_PC_L_BR	/OE_ALU	/OE_PC_H	/OE_PC_H	/OE_ALU		/OE_iDB																								
	Bytes: 2  Cycles: 2**  Operand: sbyte		/LD_IR		/LD_ALU_AB	/LD_AL	/LD_PC_H	/LD_ALU_A	/LD_PC_H		/LD_IR																								
	NZCIDV: ------	A	A	A	A + B	A + B	A	A + 1	A + 1	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x91	STA (ind),Y	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read operand	Put out ZP addr	Read Low Addr	Next ZP addr	Read High Addr	Data Addr	Write Data	Store result, PC out	Fetch Instruction Code																						
	Store Accumulator in Memory	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN++	/AR_OUT_EN	/AR_OUT_EN++	/AR_OUT_EN	/AR_OUT_EN	/AR_OUT_EN	/AR_OUT_EN_WR	/PC_OUT_EN	/PC_OUT_EN++	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN	/PC_OUT_EN		
	Addr-Mode: (indirect),Y		/OE_iDB		/OE_iDB		/OE_Y	/OE_ALU_FDCY	/OE_iDB		/OE_Y		/OE_iDB																						
	Bytes: 2  Cycles: 6  Operand: byte		/LD_IR		/LD_AR_ZP		/LD_ALU_AB	/LD_AL	/LD_AR_H				/LD_IR																						
	NZCIDV: ------	A	A	A	A	A	A + B	A + B	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A		
																																			
0x92		Put out PC Addr	Fetch Instruction Code	Decode Instruction																															
